2020-03-26 03:07:32.816 GMT [12464] ���������:  ������� �� ���� ���������: 2020-03-25 12:30:59 GMT
	    ig.id AS interpretation_group_id,
	    ig.value AS interpretation_group,
	    u.id AS user_id,
	    u.login AS user_login,
	    ua.date
	   FROM tests t
	     JOIN questions q ON t.id = q.test_id
	     JOIN answers a ON a.question_id = q.id
	     JOIN answers_in_interpetation_groups aiig ON aiig.answer_id = a.id
	     RIGHT JOIN (interpretation_groups ig ON aiig.interpetation_group_id = ig.id
	     JOIN user_answers ua ON ua.answer_id = a.id
	     JOIN users u ON u.id = ua.user_id)
	  WHERE t.interpetation_method_id = 1;
	  
	  
2020-03-26 07:04:25.010 GMT [7756] ОШИБКА:  ошибка синтаксиса (примерное положение: "JOIN") (символ 446)
2020-03-26 07:04:25.010 GMT [7756] ОПЕРАТОР:  SELECT t.id AS test_id,
	    t.value AS test,
	    a.id AS answer_id,
	    a.value AS answer,
	    aiig.value AS answer_value,
	    ig.id AS interpretation_group_id,
	    ig.value AS interpretation_group,
	    u.id AS user_id,
	    u.login AS user_login,
	    ua.date
	   FROM tests t
	     JOIN questions q ON t.id = q.test_id
	     JOIN answers a ON a.question_id = q.id
	     JOIN answers_in_interpetation_groups aiig ON aiig.answer_id = a.id
	     (RIGHT JOIN interpretation_groups ig ON aiig.interpetation_group_id = ig.id
	     JOIN user_answers ua ON ua.answer_id = a.id
	     JOIN users u ON u.id = ua.user_id)
	  WHERE t.interpetation_method_id = 1;
	  
	  
2020-03-26 07:04:35.080 GMT [7756] ОШИБКА:  ошибка синтаксиса (примерное положение: "ON") (символ 476)
2020-03-26 07:04:35.080 GMT [7756] ОПЕРАТОР:  SELECT t.id AS test_id,
	    t.value AS test,
	    a.id AS answer_id,
	    a.value AS answer,
	    aiig.value AS answer_value,
	    ig.id AS interpretation_group_id,
	    ig.value AS interpretation_group,
	    u.id AS user_id,
	    u.login AS user_login,
	    ua.date
	   FROM tests t
	     JOIN questions q ON t.id = q.test_id
	     JOIN answers a ON a.question_id = q.id
	     JOIN answers_in_interpetation_groups aiig ON aiig.answer_id = a.id
	     RIGHT JOIN (interpretation_groups ig ON aiig.interpetation_group_id = ig.id
	     JOIN user_answers ua ON ua.answer_id = a.id
	     JOIN users u ON u.id = ua.user_id)
	  WHERE t.interpetation_method_id = 1;
	  
	  
2020-03-26 07:05:10.260 GMT [7756] ОШИБКА:  ошибка синтаксиса (примерное положение: "ON") (символ 476)
2020-03-26 07:05:10.260 GMT [7756] ОПЕРАТОР:  SELECT t.id AS test_id,
	    t.value AS test,
	    a.id AS answer_id,
	    a.value AS answer,
	    aiig.value AS answer_value,
	    ig.id AS interpretation_group_id,
	    ig.value AS interpretation_group,
	    u.id AS user_id,
	    u.login AS user_login,
	    ua.date
	   FROM tests t
	     JOIN questions q ON t.id = q.test_id
	     JOIN answers a ON a.question_id = q.id
	     JOIN answers_in_interpetation_groups aiig ON aiig.answer_id = a.id
	     RIGHT JOIN (interpretation_groups ig ON aiig.interpetation_group_id = ig.id
	     JOIN user_answers ua ON ua.answer_id = a.id
	     JOIN users u ON u.id = ua.user_id)
	  WHERE t.interpetation_method_id = 1;
	  
	  
2020-03-26 07:05:10.885 GMT [7756] ОШИБКА:  ошибка синтаксиса (примерное положение: "ON") (символ 476)
2020-03-26 07:05:10.885 GMT [7756] ОПЕРАТОР:  SELECT t.id AS test_id,
	    t.value AS test,
	    a.id AS answer_id,
	    a.value AS answer,
	    aiig.value AS answer_value,
	    ig.id AS interpretation_group_id,
	    ig.value AS interpretation_group,
	    u.id AS user_id,
	    u.login AS user_login,
	    ua.date
	   FROM tests t
	     JOIN questions q ON t.id = q.test_id
	     JOIN answers a ON a.question_id = q.id
	     JOIN answers_in_interpetation_groups aiig ON aiig.answer_id = a.id
	     RIGHT JOIN (interpretation_groups ig ON aiig.interpetation_group_id = ig.id
	     JOIN user_answers ua ON ua.answer_id = a.id
	     JOIN users u ON u.id = ua.user_id)
	  WHERE t.interpetation_method_id = 1;
	  
	  
2020-03-26 07:05:16.232 GMT [7756] ОШИБКА:  ошибка синтаксиса (примерное положение: "ON") (символ 490)
2020-03-26 07:05:16.232 GMT [7756] ОПЕРАТОР:  SELECT t.id AS test_id,
	    t.value AS test,
	    a.id AS answer_id,
	    a.value AS answer,
	    aiig.value AS answer_value,
	    ig.id AS interpretation_group_id,
	    ig.value AS interpretation_group,
	    u.id AS user_id,
	    u.login AS user_login,
	    ua.date
	   FROM tests t
	     JOIN questions q ON t.id = q.test_id
	     JOIN answers a ON a.question_id = q.id
	     JOIN answers_in_interpetation_groups aiig ON aiig.answer_id = a.id
	     RIGHT JOIN (SELECT * FROM interpretation_groups ig ON aiig.interpetation_group_id = ig.id
	     JOIN user_answers ua ON ua.answer_id = a.id
	     JOIN users u ON u.id = ua.user_id)
	  WHERE t.interpetation_method_id = 1;
	  
	  
2020-03-26 07:05:16.822 GMT [7756] ОШИБКА:  ошибка синтаксиса (примерное положение: "ON") (символ 490)
2020-03-26 07:05:16.822 GMT [7756] ОПЕРАТОР:  SELECT t.id AS test_id,
	    t.value AS test,
	    a.id AS answer_id,
	    a.value AS answer,
	    aiig.value AS answer_value,
	    ig.id AS interpretation_group_id,
	    ig.value AS interpretation_group,
	    u.id AS user_id,
	    u.login AS user_login,
	    ua.date
	   FROM tests t
	     JOIN questions q ON t.id = q.test_id
	     JOIN answers a ON a.question_id = q.id
	     JOIN answers_in_interpetation_groups aiig ON aiig.answer_id = a.id
	     RIGHT JOIN (SELECT * FROM interpretation_groups ig ON aiig.interpetation_group_id = ig.id
	     JOIN user_answers ua ON ua.answer_id = a.id
	     JOIN users u ON u.id = ua.user_id)
	  WHERE t.interpetation_method_id = 1;
	  
	  
2020-03-26 07:05:17.231 GMT [7756] ОШИБКА:  ошибка синтаксиса (примерное положение: "ON") (символ 490)
2020-03-26 07:05:17.231 GMT [7756] ОПЕРАТОР:  SELECT t.id AS test_id,
	    t.value AS test,
	    a.id AS answer_id,
	    a.value AS answer,
	    aiig.value AS answer_value,
	    ig.id AS interpretation_group_id,
	    ig.value AS interpretation_group,
	    u.id AS user_id,
	    u.login AS user_login,
	    ua.date
	   FROM tests t
	     JOIN questions q ON t.id = q.test_id
	     JOIN answers a ON a.question_id = q.id
	     JOIN answers_in_interpetation_groups aiig ON aiig.answer_id = a.id
	     RIGHT JOIN (SELECT * FROM interpretation_groups ig ON aiig.interpetation_group_id = ig.id
	     JOIN user_answers ua ON ua.answer_id = a.id
	     JOIN users u ON u.id = ua.user_id)
	  WHERE t.interpetation_method_id = 1;
	  
	  
2020-03-26 07:05:17.673 GMT [7756] ОШИБКА:  ошибка синтаксиса (примерное положение: "ON") (символ 490)
2020-03-26 07:05:17.673 GMT [7756] ОПЕРАТОР:  SELECT t.id AS test_id,
	    t.value AS test,
	    a.id AS answer_id,
	    a.value AS answer,
	    aiig.value AS answer_value,
	    ig.id AS interpretation_group_id,
	    ig.value AS interpretation_group,
	    u.id AS user_id,
	    u.login AS user_login,
	    ua.date
	   FROM tests t
	     JOIN questions q ON t.id = q.test_id
	     JOIN answers a ON a.question_id = q.id
	     JOIN answers_in_interpetation_groups aiig ON aiig.answer_id = a.id
	     RIGHT JOIN (SELECT * FROM interpretation_groups ig ON aiig.interpetation_group_id = ig.id
	     JOIN user_answers ua ON ua.answer_id = a.id
	     JOIN users u ON u.id = ua.user_id)
	  WHERE t.interpetation_method_id = 1;
	  
	  
2020-03-26 07:05:33.712 GMT [7756] ОШИБКА:  ошибка синтаксиса (примерное положение: "JOIN") (символ 1)
2020-03-26 07:05:33.712 GMT [7756] ОПЕРАТОР:  JOIN i
2020-03-26 07:10:13.819 GMT [7756] ОШИБКА:  ошибка синтаксиса (примерное положение: "interpretation_groups") (символ 924)
2020-03-26 07:10:13.819 GMT [7756] ОПЕРАТОР:  SELECT t.id AS test_id,
	    t.value AS test,
	    a.id AS answer_id,
	    a.value AS answer,
	    aiig.value AS answer_value,
	    ig.id AS interpretation_group_id,
	    ig.value AS interpretation_group,
	    u.id AS user_id,
	    u.login AS user_login,
	    ua.date
	   FROM tests t
	     JOIN questions q ON t.id = q.test_id
	     JOIN answers a ON a.question_id = q.id
	     JOIN answers_in_interpetation_groups aiig ON aiig.answer_id = a.id
	     JOIN interpretation_groups ig ON aiig.interpetation_group_id = ig.id
	     JOIN user_answers ua ON ua.answer_id = a.id
	     JOIN users u ON u.id = ua.user_id
	  WHERE t.interpetation_method_id = 1;
	  
	  
	  
	SELECT t.id AS test_id,
	    t.value AS test,
	    a.id AS answer_id,
	    a.value AS answer,
	    aiig.value AS answer_value,
	    ig.id AS interpretation_group_id,
	    ig.value AS interpretation_group,
	    u.id AS user_id,
	    u.login AS user_login,
	    ua.date
	   FROM tests t
	     interpretation_groups ig LEFT JOIN 
		 answers_in_interpetation_groups aiig ON aiig.interpetation_group_id = ig.id
		 JOIN answers a ON aiig.answer_id = a.id
	
	  WHERE t.interpetation_method_id = 1;
	 
	  
	  
2020-03-26 07:10:36.061 GMT [7756] ОШИБКА:  ошибка синтаксиса (примерное положение: "WHERE") (символ 1088)
2020-03-26 07:10:36.061 GMT [7756] ОПЕРАТОР:  SELECT t.id AS test_id,
	    t.value AS test,
	    a.id AS answer_id,
	    a.value AS answer,
	    aiig.value AS answer_value,
	    ig.id AS interpretation_group_id,
	    ig.value AS interpretation_group,
	    u.id AS user_id,
	    u.login AS user_login,
	    ua.date
	   FROM tests t
	     JOIN questions q ON t.id = q.test_id
	     JOIN answers a ON a.question_id = q.id
	     JOIN answers_in_interpetation_groups aiig ON aiig.answer_id = a.id
	     JOIN interpretation_groups ig ON aiig.interpetation_group_id = ig.id
	     JOIN user_answers ua ON ua.answer_id = a.id
	     JOIN users u ON u.id = ua.user_id
	  WHERE t.interpetation_method_id = 1;
	  
	  
	  
	SELECT t.id AS test_id,
	    t.value AS test,
	    a.id AS answer_id,
	    a.value AS answer,
	    aiig.value AS answer_value,
	    ig.id AS interpretation_group_id,
	    ig.value AS interpretation_group,
	    u.id AS user_id,
	    u.login AS user_login,
	    ua.date
	   FROM tests t
	     JOIN interpretation_groups ig LEFT JOIN 
		 answers_in_interpetation_groups aiig ON aiig.interpetation_group_id = ig.id
		 JOIN answers a ON aiig.answer_id = a.id
	
	  WHERE t.interpetation_method_id = 1;
	 
	  
	  
2020-03-26 07:10:38.874 GMT [7756] ОШИБКА:  ошибка синтаксиса в конце (символ 1093)
